run_id,platform,slot,target_name,target_url,recipient_email,subject,body,status,provider,source,created_at
33427836254,linkedin,3,"Changzhou EGing Photovoltaic Technology Co., Ltd.",https://www.linkedin.com/company/changzhou-eging-photovoltaic-technology-co.-ltd.,power-tech-fav@2x-1.png,"International Sourcing Support for Changzhou EGing Photovoltaic Technology Co., Ltd.","Dear Procurement Team,

I am reaching out from ROZHAN GLOBAL (Rozhan Tejarat Sirvan). We specialize in cross-border procurement support, competitive international sourcing, and helping industrial businesses maintain supply continuity.

Given Changzhou EGing Photovoltaic Technology Co., Ltd.'s focus on the renewable energy sector, we assist companies by providing supplier comparisons and sourcing competitive industrial materials required for production.

Which materials or raw inputs are you currently sourcing or importing for your operations? If you are open to comparing options, we would be glad to offer a competitive quotation for your consideration.

Best regards,

ROZHAN GLOBAL (Rozhan Tejarat Sirvan)
Email: info@rojanglobal.com
WhatsApp: +989023517939
Website: https://www.rojanglobal.com",sent,gemini:gemini-3.6-flash,https://www.power-technology.com/data-insights/power-plant-profile-changzhou-eging-photovoltaic-technology-co-ltd-solar-pv-park-china/,2026-08-31T18:57:23.866489+00:00
33427836254,linkedin,4,"Changzhou Blueclean Solar Energy Co.,ltd",https://www.linkedin.com/company/changzhou-blueclean-solar-energy-co-ltd,,,,no_public_business_email,,,2026-08-31T18:57:24.097618+00:00
33427836254,linkedin,5,Great Solar Ltd | LinkedIn,https://hk.linkedin.com/company/changzhou-great-solar-technology-co.-ltd,,,,no_public_business_email,,,2026-08-31T18:57:24.254577+00:00
33434929300,facebook,1,"Dongying Lake Petroleum Technology Co., Ltd | Dongying | Facebook",https://www.facebook.com/lakepetro.com.cn/,,,,no_public_business_email,,,2026-08-31T20:14:47.703858+00:00
33434929300,facebook,2,"Dongying J&M Chemical Co.,Ltd | Dongying | Facebook",https://www.facebook.com/dongyingjmchemical,,,,no_public_business_email,,,2026-08-31T20:14:47.704802+00:00
33434929300,facebook,3,"Shandong Yijia Petrochemical Sales Co.,Ltd | Dongying",https://www.facebook.com/ShandongYijia/,,,,no_public_business_email,,,2026-08-31T20:14:47.705343+00:00
33434929300,facebook,4,"Dongying Kangya Petroleum Equipment Co., Ltd. | Facebook",https://www.facebook.com/kangyapetro/,,,,no_public_business_email,,,2026-08-31T20:14:47.705798+00:00
33434929300,facebook,5,"Dongying Lianhui Petroleum Technology Co.,Ltd. | Dongying | Facebook",https://www.facebook.com/lianhuipetro/,,,,no_public_business_email,,,2026-08-31T20:14:47.706363+00:00
33434929300,linkedin,1,"Dongying Lianhui Petroleum Technology Co.,Ltd. | LinkedIn",https://www.linkedin.com/company/lianhui-petroleum,,,,no_public_business_email,,,2026-08-31T20:14:48.369651+00:00
33434929300,linkedin,2,Dongying Liangxin Petrochemical Technology ...,https://www.linkedin.com/company/dongying-liangxin-petrochemical-technology-development-ltd,,,,no_public_business_email,,,2026-08-31T20:14:48.583884+00:00
33434929300,linkedin,3,"Shengli Oilfield Services Co., Ltd | LinkedIn",https://www.linkedin.com/company/shenglioilfield,,,,no_public_business_email,,,2026-08-31T20:14:48.770069+00:00
33434929300,linkedin,4,"Dongying Lake Petroleum Technology Co., Ltd | LinkedIn",https://www.linkedin.com/company/lake-petroleum-technology-co-ltd-,,,,no_public_business_email,,,2026-08-31T20:14:48.969363+00:00
33434929300,linkedin,5,"Shengli Oilfield Freet Petroleum Equipment Co., Ltd. | LinkedIn",https://www.linkedin.com/company/shengli-oilfield-freet-petroleum-equipment-co-ltd-,,,,no_public_business_email,,,2026-08-31T20:14:49.179270+00:00
33435828022,facebook,1,"Huizhou 3R Environmental Chemical Co., Ltd. | Huizhou",https://www.facebook.com/hz3r.com.cn/,,,,no_public_business_email,,,2026-08-31T20:24:30.302022+00:00
33435828022,facebook,2,"Fushun Huaxing Petroleum Chemical Co.,Ltd | Fushun | Facebook",https://www.facebook.com/hxresin/,,,,no_public_business_email,,,2026-08-31T20:24:30.303515+00:00
33435828022,facebook,3,"Huzhou Ochem Chemical Co., Ltd | Huzhou",https://www.facebook.com/adevisos/,,,,no_public_business_email,,,2026-08-31T20:24:30.304418+00:00
33435828022,facebook,4,"HUBEI Zhenhua Chemical CO.,LTD (@hszhenhua)",https://www.facebook.com/hszhenhua/,,,,no_public_business_email,,,2026-08-31T20:24:30.305295+00:00
33435828022,facebook,5,"Hangzhou Xinya Petrochemical Co., Ltd.",https://m.facebook.com/p/Hangzhou-Xinya-Petrochemical-Co-Ltd-100070959832687/?locale=hi_IN,,,,no_public_business_email,,,2026-08-31T20:24:30.306169+00:00
33435828022,linkedin,1,"PUYANG XINYU PETROCHEMICAL INDUSTRY CO., LTD | LinkedIn",https://www.linkedin.com/company/puyang-xinyu-petrochemical-industry-co-ltd,,,,no_public_business_email,,,2026-08-31T20:24:33.144447+00:00
33435828022,linkedin,2,Union Petrochemical Public Company Limited | LinkedIn,https://www.linkedin.com/company/union-petrochemical-public-company-limited,,,,no_public_business_email,,,2026-08-31T20:24:33.807074+00:00
33435828022,linkedin,3,Wanhua Chemical Group | LinkedIn,https://www.linkedin.com/company/wanhuachemicalgroup,,,,no_public_business_email,,,2026-08-31T20:24:34.284099+00:00
33435828022,linkedin,4,Wanhua Chemical Group | LinkedIn,https://be.linkedin.com/company/wanhuachemicalgroup?trk=public_profile_experience-item_profile-section-card_subtitle-click,,,,no_public_business_email,,,2026-08-31T20:24:35.016384+00:00
33435828022,linkedin,5,"Huizhou YOZHO Technology Co, Ltd | LinkedIn",https://www.linkedin.com/company/huizhou-yozho-technology-co-ltd,,,,no_public_business_email,,,2026-08-31T20:24:35.660983+00:00
33444508035,facebook,1,Cangzhou Longtaidi Pipe Technology Co. LTD | Cangzhou | Facebook,https://www.facebook.com/LTD012/,,,,no_public_business_email,,,2026-08-31T22:06:23.009749+00:00
33444508035,facebook,2,CNPC | Beijing | Facebook,https://www.facebook.com/zhongguoshiyou,,,,no_public_business_email,,,2026-08-31T22:06:23.011357+00:00
33444508035,facebook,3,China Petroleum Technology & Development Corporation (CPTDC) | ...,https://www.facebook.com/p/China-Petroleum-Technology-Development-Corporation-CPTDC-100064021423534/,,,,no_public_business_email,,,2026-08-31T22:06:23.012398+00:00
33444508035,facebook,4,China Industry Map | Facebook,https://www.facebook.com/chinaindustrymap/,,,,no_public_business_email,,,2026-08-31T22:06:25.027956+00:00
33444508035,facebook,5,CNPC - 🌱💧#PetroChina Lanzhou Petrochemical Company ...,https://www.facebook.com/zhongguoshiyou/photos/petrochina-lanzhou-petrochemical-company-has-built-the-sijiqing-egret-ecological/1304964271670861/,,,,no_public_business_email,,,2026-08-31T22:06:25.030672+00:00
33444508035,linkedin,1,Hengli Petrochemical International Pte. Ltd. | 领英,https://cn.linkedin.com/company/henglipetrochemical,,,,no_public_business_email,,,2026-08-31T22:06:25.924104+00:00
33444508035,linkedin,2,"Liaoning Yufeng Chemical Co.,Ltd.",https://www.linkedin.com/company/liaoning-yufeng-chemical-co-ltd,yfhexane@yahoo.com,"International Sourcing & Supplier Comparison for Liaoning Yufeng Chemical Co.,Ltd.","Dear Procurement Team,

I am reaching out from ROZHAN GLOBAL (Rozhan Tejarat Sirvan). We specialize in cross-border procurement support, competitive international sourcing, and supplier comparison for businesses in the petrochemical sector.

We assist industrial partners in optimizing their procurement by offering alternative sourcing options and supporting supply continuity.

Which materials or chemical products are you currently sourcing or importing for your operations? Would you be open to a supplier comparison or receiving a competitive quotation?

Best regards,

ROZHAN GLOBAL (Rozhan Tejarat Sirvan)
Website: https://www.rojanglobal.com
WhatsApp: +989023517939
Email: info@rojanglobal.com",sent,gemini:gemini-3.6-flash,https://normalhexane.lookchem.com/,2026-08-31T22:06:26.558547+00:00
33444508035,linkedin,3,Hengli Petrochemical International Pte. Ltd. | LinkedIn,https://www.linkedin.com/company/henglipetrochemical,,,,no_public_business_email,,,2026-08-31T22:06:27.421930+00:00
33444508035,linkedin,4,Hengli Petrochemical International Pte. Ltd. | LinkedIn,https://sg.linkedin.com/company/henglipetrochemical,,,,no_public_business_email,,,2026-08-31T22:06:28.070578+00:00
33444508035,linkedin,5,Jiahua Chemicals Inc | LinkedIn,https://www.linkedin.com/company/jiahua-chemical,,,,no_public_business_email,,,2026-08-31T22:06:28.768255+00:00
33458854072,facebook,1,"Zibo AiHeng New Material Chemical Co.,Ltd. | Zibo",https://www.facebook.com/ZiboAiHengNewMaterialchemical/,,,,no_public_business_email,,,2026-09-01T01:28:58.033233+00:00
33458854072,facebook,2,Zibo Yinghe Chemical | Zibo | Facebook,https://www.facebook.com/100085374935310,,,,no_public_business_email,,,2026-09-01T01:28:58.035162+00:00
33458854072,facebook,3,"Zibo Bainaisi Chemical Co.,Ltd.",https://www.facebook.com/bainaisi/,,,,no_public_business_email,,,2026-09-01T01:28:59.538338+00:00
33458854072,facebook,4,"Zibo Honghe Chemical Co.,Ltd | Facebook",https://www.facebook.com/honghechemical/,,,,no_public_business_email,,,2026-09-01T01:28:59.539672+00:00
33458854072,facebook,5,"Zibo Bofan Chemical Co.,ltd",https://www.facebook.com/pages/Zibo-Bofan-Chemical-Coltd/380665379025750?locale=ru_RU,,,,no_public_business_email,,,2026-09-01T01:28:59.540923+00:00
33458854072,linkedin,1,"ZIBO ANQUAN CHEMICAL CO.,LTD | LinkedIn",https://www.linkedin.com/company/anquan-chemical,,,,no_public_business_email,,,2026-09-01T01:29:00.169764+00:00
33458854072,linkedin,2,ZIBO RUIBAO CHEMICAL CO. LTD,https://www.linkedin.com/company/zibo-ruibao-chemical-co-ltd,admin@ruibaochem.com,,,ai_generation_failed,,https://www.ruibaochem.com/en/m/about_mobile/lxfs1cd.html,2026-09-01T01:29:00.718932+00:00
33458854072,linkedin,3,"Zibo Bainaisi Chemical Co.,Ltd | LinkedIn",https://www.linkedin.com/company/zibo-bainaisi-chemical-co-ltd,,,,no_public_business_email,,,2026-09-01T01:29:01.321247+00:00
33458854072,linkedin,4,"Shandong Guangtong New Materials Co.,Ltd(former Zibo Guangtong ...",https://www.linkedin.com/company/shandong-guangtong,,,,no_public_business_email,,,2026-09-01T01:29:01.816140+00:00
33458854072,linkedin,5,"Zibo Shuangchen Chemical Co.,Ltd | LinkedIn",https://www.linkedin.com/company/zibo-shuangchen-chemical-company-limited,,,,no_public_business_email,,,2026-09-01T01:29:02.186110+00:00
33479391475,facebook,1,"Yibin Tianyi Lithium Industry Co., Ltd. | Chengdu",https://www.facebook.com/p/Yibin-Tianyi-Lithium-Industry-Co-Ltd-100086476476048/,,,,no_public_business_email,,,2026-09-01T06:51:46.744841+00:00
33479391475,facebook,2,INJET New Energy | Deyang | Facebook,https://www.facebook.com/injetnewenergy/,,,,no_public_business_email,,,2026-09-01T06:51:48.369494+00:00
33479391475,facebook,3,"Chengdu Natural Smart New Energy Co., Ltd | Chengdu | Facebook",https://www.facebook.com/NSNewEnergy,,,,no_public_business_email,,,2026-09-01T06:51:48.371159+00:00
33479391475,facebook,4,"Shenzhen Xixin （SylCin） New Energy Technology Co.,Ltd | Facebook",https://www.facebook.com/SylCinEnergy/,,,,no_public_business_email,,,2026-09-01T06:51:48.372491+00:00
33479391475,facebook,5,"Chengdu Energysplendor New Energy Co., Ltd. | Chengdu | Facebook",https://www.facebook.com/p/Chengdu-Energysplendor-New-Energy-Co-Ltd-100083568182222/,,,,no_public_business_email,,,2026-09-01T06:51:48.373805+00:00
33479391475,linkedin,1,SC SOLAR | LinkedIn,https://de.linkedin.com/company/%E8%8B%8F%E5%B7%9E%E6%99%9F%E6%88%90%E5%85%89%E4%BC%8F%E8%AE%BE%E5%A4%87%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,sales@sc-solar.com,International Sourcing & Supplier Comparison for SC SOLAR,"Hello SC SOLAR Procurement Team,

We follow SC SOLAR's work in manufacturing intelligent equipment and production lines for the global PV industry.

At ROZHAN GLOBAL (Rozhan Tejarat Sirvan), we assist industrial manufacturers with cross-border procurement support, supplier comparison, and international sourcing to help ensure supply continuity and cost competitiveness.

What industrial raw materials or key inputs do you currently source or import for your production? We would welcome the opportunity to learn about your current requirements and provide a competitive quotation or supplier comparison for your review.

Best regards,

ROZHAN GLOBAL (Rozhan Tejarat Sirvan)
Website: https://www.rojanglobal.com
WhatsApp: +989023517939
Email: info@rojanglobal.com",sent,gemini:gemini-3.6-flash,https://www.sc-solar.com/contact,2026-09-01T06:51:51.437543+00:00
33479391475,linkedin,2,Solar-Energia | LinkedIn,https://pl.linkedin.com/company/solar-energia-sp-j,g-ad@anern.com,,,ai_generation_failed,,https://www.anern.com/chinese-solar-energy-companies.html,2026-09-01T06:51:52.118925+00:00
33479391475,linkedin,3,Phylion Battery | 领英,https://linkedin.com/company/suzhou-phylion-battery-co-ltd-,,,,no_public_business_email,,,2026-09-01T06:51:52.775634+00:00
33479391475,linkedin,4,"Sichuan Machinery & Equipment Import & Export Co., Ltd. | LinkedIn",https://www.linkedin.com/company/scmec,,,,no_public_business_email,,,2026-09-01T06:51:53.601847+00:00
33479391475,linkedin,5,"XIAMEN XIANGYU NEW ENERGY CO,.LTD | LinkedIn",https://www.linkedin.com/company/xiamen-xiangyu-new-energy-co-ltd,,,,no_public_business_email,,,2026-09-01T06:51:54.289952+00:00
33506102872,facebook,1,"Lianyungang Zhonghong Chemical Co., Ltd | Facebook",https://www.facebook.com/zhhgchemical/,,,,no_public_business_email,,,2026-09-01T12:09:42.311076+00:00
33506102872,facebook,2,Super Petrochemical Limited | Chittagong | Facebook,https://www.facebook.com/superpetrochemical/,,,,no_public_business_email,,,2026-09-01T12:09:42.312994+00:00
33506102872,facebook,3,"Nanchang Changmao Chemical Industry Co., Ltd | Nanchang",https://www.facebook.com/cmchem/,,,,no_public_business_email,,,2026-09-01T12:09:42.314334+00:00
33506102872,facebook,4,"Shandong Tiancheng Chemical Co., Ltd. (@tianchengchem)",https://www.facebook.com/tianchengchem/,,,,no_public_business_email,,,2026-09-01T12:09:42.315602+00:00
33506102872,facebook,5,"Shandong Michem Chemical Co.,Ltd. | Jinan",https://www.facebook.com/MICHEMICALS/,,,,no_public_business_email,,,2026-09-01T12:09:42.316782+00:00
33506102872,linkedin,1,Shenghong Petrochemical 盛虹石化集团 | LinkedIn,https://www.linkedin.com/company/shenghong-petrochemical,,,,no_public_business_email,,,2026-09-01T12:09:43.199259+00:00
33506102872,linkedin,2,"Lianyungang Jiling Chemical Co.,Ltd",https://gh.linkedin.com/company/lianyungang-jiling-chemical-co-ltd,,,,no_public_business_email,,,2026-09-01T12:09:43.866581+00:00
33506102872,linkedin,3,"Puyang Ruisen Petroleum Resins Co.,Ltd. | LinkedIn",https://www.linkedin.com/company/puyang-ruisen-petroleum-resins-co-ltd-,,,,no_public_business_email,,,2026-09-01T12:09:44.634089+00:00
33506102872,linkedin,4,"Sino Polymer Co., Ltd.",https://www.linkedin.com/company/sino-polymer,huachang@hchp.com.cn,,,ai_generation_failed,,https://www.sinopolymer.cn/,2026-09-01T12:09:45.370420+00:00
33506102872,linkedin,5,Polymer distributor Vietnam | LinkedIn,https://www.linkedin.com/company/stavianchem,,,,no_public_business_email,,,2026-09-01T12:09:46.124154+00:00
33535193730,facebook,1,Zhejiang Chemicals Import and Export Corporation | Hangzhou | Facebook,https://www.facebook.com/ZHECHEM/,,,,no_public_business_email,,,2026-09-01T17:01:59.436227+00:00
33535193730,facebook,2,"Chainzone Technology - Foshan Co.,Ltd | Foshan | Facebook",https://www.facebook.com/chainzone.foshan.co.ltd/,,,,no_public_business_email,,,2026-09-01T17:01:59.438310+00:00
33535193730,facebook,3,Guangdong Shunde Tongcheng New Materials Technology | Foshan | ...,https://www.facebook.com/tongchengflameretardant/,,,,no_public_business_email,,,2026-09-01T17:01:59.439900+00:00
33535193730,facebook,4,"Foshan Cigna Sourcing Co.,Ltd. | Foshanchen | Facebook",https://www.facebook.com/foshansourcing/,,,,no_public_business_email,,,2026-09-01T17:01:59.441477+00:00
33535193730,facebook,5,Shunde Hesheng Waterproofing Coating Formulated Manufacturer | ...,https://www.facebook.com/waterproofingmaterial/,,,,no_public_business_email,,,2026-09-01T17:01:59.443020+00:00
33535193730,linkedin,1,"Zhejiang Xinan Chemical Industrial Group Co., Ltd. | LinkedIn",https://www.linkedin.com/company/zhejiang-xinan-chemical-industrial-group-co-ltd-/,,,,no_public_business_email,,,2026-09-01T17:02:00.008608+00:00
33535193730,linkedin,2,Zhejiang Chemicals Import & Export Corporation | LinkedIn,https://www.linkedin.com/company/zhejiang-chemicals-import-&-export-corporation,,,,no_public_business_email,,,2026-09-01T17:02:01.238265+00:00
33535193730,linkedin,3,"Jiangsu Zhengdan Chemical Industry Co., Ltd",https://www.linkedin.com/company/jiangsu-zhengdan-chemical-industry-co-ltd,,,,no_public_business_email,,,2026-09-01T17:02:03.619944+00:00
33535193730,linkedin,4,"Nanjing Leading Chemical Co., Ltd | LinkedIn",https://www.linkedin.com/company/nanjing-leading-chem-co-ltd,,,,no_public_business_email,,,2026-09-01T17:02:04.608685+00:00
33535193730,linkedin,5,YANGZHOU EVERBRIGHT CHEMICAL CO. LTD. | LinkedIn,https://www.linkedin.com/company/ssachem/,,,,no_public_business_email,,,2026-09-01T17:02:05.688167+00:00
33553916514,facebook,1,"Handan Zhengda Steel Pipe Co., Ltd | Facebook",https://www.facebook.com/p/Handan-Zhengda-Steel-Pipe-Co-Ltd-100068768512445/,,,,no_public_business_email,,,2026-09-01T20:12:30.775138+00:00
33553916514,facebook,2,"Handan Zhengda Steel pipe co.,Ltd",https://m.facebook.com/pages/Handan-Zhengda-Steel-pipe-coLtd/1699947570275205/?locale=hi_IN,han@zdpipe.com,International sourcing & supplier comparison for Handan Zhengda Steel Pipe,"Dear Procurement Team at Handan Zhengda Steel Pipe Co., Ltd.,

I am reaching out from ROZHAN GLOBAL (Rozhan Tejarat Sirvan). We provide cross-border procurement support, competitive international sourcing, and supplier comparisons to help industrial companies maintain supply continuity.

Given your operations in the steel industry, we would be pleased to explore how we can support your material procurement with competitive international options.

Could you share what raw materials or inputs you currently source or import? If you are open to a supplier comparison or receiving a fresh quotation, please let us know.

Best regards,

Export Team
ROZHAN GLOBAL (Rozhan Tejarat Sirvan)
Website: https://www.rojanglobal.com
WhatsApp: +989023517939",sent,gemini:gemini-3.6-flash,https://www.zhengdapipe.com/,2026-09-01T20:12:33.284662+00:00
33553916514,facebook,3,"Hebei Yongyang Steel Sales Co.,Ltd | Handan | Facebook",https://www.facebook.com/steelrailyy/,,,,no_public_business_email,,,2026-09-01T20:12:33.286666+00:00
33553916514,facebook,4,"Hebei Hongxing Steel Co.,Limited | Bazhou | Facebook",https://www.facebook.com/hxsteel/,,,,no_public_business_email,,,2026-09-01T20:12:33.288337+00:00
33553916514,facebook,5,Hebei jingye iron and steel company limited | Facebook,https://www.facebook.com/p/Hebei-jingye-iron-and-steel-company-limited-100070060244490/,,,,no_public_business_email,,,2026-09-01T20:12:33.290050+00:00
33553916514,linkedin,1,"Handan Iron & Steel Co., Ltd. | LinkedIn",https://www.linkedin.com/company/handan-iron-&-steel-co-ltd-,,,,no_public_business_email,,,2026-09-01T20:12:35.804503+00:00
33553916514,linkedin,2,"HBIS GROUP HENGSHUI STRIP PROCESSING CO., LTD. | LinkedIn",https://www.linkedin.com/company/handan-steel-group-hengshui-cold-rolling-steel-co-ltd-,,,,no_public_business_email,,,2026-09-01T20:12:37.161067+00:00
33553916514,linkedin,3,"HBIS GROUP HENGSHUI STRIP PROCESSING CO., LTD. | LinkedIn",https://uk.linkedin.com/company/handan-steel-group-hengshui-cold-rolling-steel-co-ltd-?trk=ppro_cprof,,,,no_public_business_email,,,2026-09-01T20:12:37.993618+00:00
33553916514,linkedin,4,"Hebei jingye Iron and Steel Co., Ltd | LinkedIn",https://www.linkedin.com/company/hebei-jingye-iron-and-steel-company-limited,,,,no_public_business_email,,,2026-09-01T20:12:38.485642+00:00
33553916514,linkedin,5,"HBIS GROUP HENGSHUI STRIP PROCESSING CO., LTD. | LinkedIn",https://rs.linkedin.com/company/handan-steel-group-hengshui-cold-rolling-steel-co-ltd-,,,,no_public_business_email,,,2026-09-01T20:12:39.034175+00:00
33568344422,facebook,1,"Dalian Davian International Trade Co., Ltd. | Dalian Shi | Facebook",https://www.facebook.com/daliandavian/,,,,no_public_business_email,,,2026-09-01T22:52:44.923076+00:00
33568344422,facebook,2,"Shandong Sino Steel Co.,Ltd (@sdsinosteel)",https://www.facebook.com/sdsinosteel/,,,,no_public_business_email,,,2026-09-01T22:52:44.925496+00:00
33568344422,facebook,3,"Hunan Fushun Metal Co., Ltd | Changshan | Facebook",https://www.facebook.com/fushunmetal/,,,,no_public_business_email,,,2026-09-01T22:52:44.927375+00:00
33568344422,facebook,4,"Shandong Hongyi New Material Co.,LTD. | Facebook",https://www.facebook.com/shandonghongyi/,,,,no_public_business_email,,,2026-09-01T22:52:44.929224+00:00
